Job;Standard;Country;State/Region;City;Impressions;Clicks;Apply starts;Applies;Cost per click (CPC);Cost per apply start (CPAS);Cost per apply (CPA);Clickthrough rate (CTR);Apply completion rate (ACR);Apply start rate (ASR);Apply rate (AR);Spend;Last updated;Created;;;Functietitel;Gestandaardiseerde titel
Projectleider Gevelbouw;;Netherlands;Overijssel;Oldenzaal;103;4;1;0;80.475;32.19;0;0.038835;0;0.25;0;32.19;24-10-2025;15-10-2025;;;Data Engineer;Gegevensingenieur
Projectleider Infra;;Netherlands;Zuid-Holland;Gouda;99;6;0;0;0;0;0;0.060606;0;0;0;0;30-10-2025;30-9-2025;;;Growth hacker/ Marketeer;Growth Hacker
Projectleider IPM;;Netherlands;Zuid-Holland;Gouda;150;7;0;0;0;0;0;0.046667;0;0;0;0;30-10-2025;30-9-2025;;;Senior Maintenance Engineer E&I;Hoofd Onderhoudsingenieur
Projectleider Nieuwbouw;;Netherlands;Overijssel;Almelo;143;5;0;0;0;0;0;0.034965;0;0;0;0;24-10-2025;15-10-2025;;;Senior Maintenance Engineer E&I;Hoofd Onderhoudsingenieur
Projectleider Werktuigbouwkunde;;Netherlands;Noord-Brabant;Eindhoven;77;5;0;0;0;0;0;0.064935;0;0;0;0;19-6-2025;17-6-2025;;;People & Change Lead;Hoofd verandering
Projectmanager \| Gebiedsontwikkeling;;Netherlands;Noord-Holland;Zaandam;466;19;2;0;0.5789473684210527;5.5;0;0.040773;0;0.105263;0;11;19-6-2025;12-6-2025;;;Lead Process Engineer;Hoofdprocestechnicus
Projectmanager Bouwkunde;;Netherlands;;;528;17;1;0;2.796.470.588.235.290;47.54;0;0.032197;0;0.058824;0;47.54;1-10-2025;23-9-2025;;;Junior HR Business Partner;HR-businesspartner
Projectmanager Elektrotechniek;;Netherlands;Utrecht (provincie);Bunnik;62;1;0;0;0;0;0;0.016129;0;0;0;0;17-9-2025;15-9-2025;;;Junior HR Business Partner;HR-businesspartner
Projectmanager Energietechniek;;Netherlands;Noord-Holland;Amsterdam;1;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;HSE Manager;HSE-manager
Projectmanager Energietechniek;;Netherlands;Utrecht (provincie);Utrecht;1;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;HSE Manager;HSE-manager
Projectmanager Energietechniek;;Netherlands;Zuid-Holland;Rotterdam;24;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;HSE Manager;HSE-manager
Projectmanager Energietechniek;;Netherlands;Utrecht (provincie);Utrecht;74;3;0;0;0;0;0;0.040541;0;0;0;0;24-10-2025;2-10-2025;;;HSE Manager;HSE-manager
Projectmanager Energietechniek;;Netherlands;Noord-Holland;Amsterdam;128;3;0;0;0;0;0;0.023438;0;0;0;0;24-10-2025;2-10-2025;;;Junior Hypotheekspecialist;Hypotheekspecialist
Projectmanager Energietechniek;;Netherlands;Zuid-Holland;Rotterdam;114;4;0;0;0;0;0;0.035088;0;0;0;0;24-10-2025;2-10-2025;;;Junior Hypotheekspecialist;Hypotheekspecialist
Projectmanager Energietechniek;;Netherlands;Zuid-Holland;Den Haag;92;2;0;0;0;0;0;0.021739;0;0;0;0;24-10-2025;2-10-2025;;;Kredietbeoordelaar Hypotheken Amersfoort;Hypotheekspecialist
Projectmanager Energietechniek;;Netherlands;Noord-Holland;Amsterdam;154;3;0;0;0;0;0;0.019481;0;0;0;0;24-10-2025;2-10-2025;;;Traineeship Hypotheken;Hypotheekspecialist
Projectmanager Hoogspanningsstations;;Netherlands;Noord-Holland;;209;11;0;0;0;0;0;0.052632;0;0;0;0;17-9-2025;16-9-2025;;;Hypotheekacceptant;Hypotheekverzekeraar
Projectmanager Installatietechniek - Grote Utiliteitsprojecten;;Netherlands;Utrecht (provincie);Bunnik;187;7;1;0;4.264.285.714.285.710;29.85;0;0.037433;0;0.142857;0;29.85;17-9-2025;16-9-2025;;;Hypotheekacceptant;Hypotheekverzekeraar
Projectmanager Installatietechniek Utiliteitsbouw;;Netherlands;Utrecht (provincie);Bunnik;148;4;0;0;0;0;0;0.027027;0;0;0;0;28-6-2025;25-6-2025;;;Hypotheekacceptant;Hypotheekverzekeraar
Projectmanager Installatietechniek Utiliteitsbouw;;Netherlands;Utrecht (provincie);Bunnik;113;0;0;0;0;0;0;0;0;0;0;0;28-6-2025;25-6-2025;;;Hypotheekacceptant;Hypotheekverzekeraar
Projectmanager Installatietechniek Utilliteitsbouw;;Netherlands;Noord-Holland;Schiphol;144;3;1;0;51.866.666.666.666.600;15.56;0;0.020833;0;0.333333;0;15.56;28-6-2025;25-6-2025;;;Hypotheekacceptant;Hypotheekverzekeraar
Projectmanager Warmtenetten;;Netherlands;Zuid-Holland;Leiden;324;15;3;0;13.346.666.666.666.600;6.673.333.333.333.330;0;0.046296;0;0.2;0;20.02;22-5-2025;14-5-2025;;;Hypotheekacceptant;Hypotheekverzekeraar
Projectorganisator Civiel \| Randstad;;Netherlands;Zuid-Holland;Gouda;96;1;0;0;0;0;0;0.010417;0;0;0;0;22-5-2025;15-5-2025;;;Hypotheekacceptant;Hypotheekverzekeraar
Projectorganisator Civiel \| Randstad;;Netherlands;Zuid-Holland;Gouda;38;2;1;0;3.395;6.79;0;0.052632;0;0.5;0;6.79;23-5-2025;15-5-2025;;;Hypotheekacceptant bij Stater in Amersfoort;Hypotheekverzekeraar
Regional Media & PR Strategy Lead;;Netherlands;Noord-Holland;Amsterdam;271;18;3;0;0.3955555555555555;2.373.333.333.333.330;0;0.066421;0;0.166667;0;7.119.999.999.999.990;4-6-2025;4-6-2025;;;Hypotheekacceptant Utrecht;Hypotheekverzekeraar
Senior Operator Energiecentrale;;Netherlands;Zuid-Holland;Leiden;4;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;15-5-2025;;;Junior Hypotheekacceptant;Hypotheekverzekeraar
Senior Operator Energiecentrale;;Netherlands;Zuid-Holland;Den Haag;106;13;2;0;11.984.615.384.615.300;7.79;0;0.122642;0;0.153846;0;15.58;22-5-2025;16-5-2025;;;Junior Hypotheekacceptant;Hypotheekverzekeraar
Senior Operator Energiecentrale;;Netherlands;Zuid-Holland;Leiden;118;14;1;0;0.8771428571428571;12.28;0;0.118644;0;0.071429;0;12.28;22-5-2025;16-5-2025;;;Junior Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Senior Planvoorbereider Nieuwbouw;;Netherlands;Overijssel;Almelo;106;2;0;0;0;0;0;0.018868;0;0;0;0;24-10-2025;15-10-2025;;;Junior Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Senior Project Engineer;;Netherlands;Zuid-Holland;Rotterdam;223;11;1;0;14.227.272.727.272.700;15.65;0;0.049327;0;0.090909;0;15.65;17-9-2025;17-9-2025;;;Junior Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Senior Project Engineer;;Netherlands;Zuid-Holland;Rotterdam;90;4;1;0;60.525;24.21;0;0.044444;0;0.25;0;24.21;24-10-2025;17-10-2025;;;Junior Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Senior Projectcoîrdinator Nieuwbouw;;Netherlands;Zuid-Holland;Vlaardingen;28;1;0;0;0;0;0;0.035714;0;0;0;0;14-9-2025;15-8-2025;;;Junior Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Senior Projectcoîrdinator Nieuwbouw;;Netherlands;Zuid-Holland;Vlaardingen;105;4;0;0;0;0;0;0.038095;0;0;0;0;1-10-2025;19-9-2025;;;Junior Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Senior Projectmanager;;Netherlands;Zuid-Holland;Rotterdam;24;4;2;0;67.525;13.505;0;0.166667;0;0.5;0;27.01;17-9-2025;15-9-2025;;;Junior Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Senior Projectmanager;;Netherlands;Zuid-Holland;Rotterdam;73;7;0;0;0;0;0;0.09589;0;0;0;0;24-10-2025;15-10-2025;;;Junior Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Senior Specialist Process Engineer;;Netherlands;Noord-Brabant;Boxmeer;372;34;2;0;0.43823529411764706;7.45;0;0.091398;0;0.058824;0;14.9;22-5-2025;19-5-2025;;;Junior Hypotheekacceptant Sittard;Hypotheekverzekeraar
Service Engineer Software;;Netherlands;Gelderland;Doetinchem;184;11;2;0;12.554.545.454.545.400;6.905;0;0.059783;0;0.181818;0;13.81;19-6-2025;2-6-2025;;;Junior Hypotheekacceptant Sittard;Hypotheekverzekeraar
Site Manager;;Netherlands;Zuid-Holland;;301;18;1;0;0.585;10.53;0;0.059801;0;0.055556;0;10.53;22-5-2025;21-5-2025;;;Junior Hypotheekacceptant Utrecht;Hypotheekverzekeraar
Software Engineer;;Netherlands;Noord-Brabant;Eindhoven;473;45;2;0;0.5095555555555555;11.465;0;0.095137;0;0.044444;0;22.93;19-6-2025;17-6-2025;;;Junior Hypotheekacceptant Utrecht;Hypotheekverzekeraar
Software Engineer - Procesautomatisering;;Netherlands;Drenthe;Wijster;173;11;0;0;0;0;0;0.063584;0;0;0;0;22-5-2025;13-5-2025;;;Traineeship Hypotheekacceptant Amersfoort;Hypotheekverzekeraar
Software Engineer - Procesautomatisering;;Netherlands;Drenthe;Wijster;42;7;0;0;0;0;0;0.166667;0;0;0;0;29-5-2025;28-5-2025;;;Traineeship Hypotheekacceptant Amsterdam;Hypotheekverzekeraar
Software Engineer - Procesautomatisering;;Netherlands;Drenthe;Wijster;67;6;1;0;0.42333333333333334;2.54;0;0.089552;0;0.166667;0;2.54;28-6-2025;25-6-2025;;;Traineeship Hypotheekacceptant Utrecht;Hypotheekverzekeraar
Software PLC Engineer;;Netherlands;Noord-Brabant;Breda;328;27;1;0;0.2785185185185185;7.52;0;0.082317;0;0.037037;0;7.52;22-5-2025;21-5-2025;;;Support Engineer IT;ICT-ingenieur
Software solutions engineer;;Netherlands;Overijssel;Hengelo OV;422;26;1;0;0.4761538461538462;12.38;0;0.061611;0;0.038462;0;12.38;11-6-2025;6-6-2025;;;Support Engineer IT;ICT-ingenieur
Specialist Assetmanagement IT;;Netherlands;Zuid-Holland;Gouda;241;14;0;0;0;0;0;0.058091;0;0;0;0;18-6-2025;28-5-2025;;;Support Engineer IT;ICT-ingenieur
Specialist Werktuigbouwkunde ME;;Netherlands;Utrecht (provincie);Utrecht;170;8;3;0;32.225;8.593.333.333.333.330;0;0.047059;0;0.375;0;25.78;22-5-2025;6-5-2025;;;ICT Support medewerker;ICT-medewerker
Sr. Maintenance Engineer;;Netherlands;Noord-Brabant;Moerdijk;93;10;1;0;1.032;10.32;0;0.107527;0;0.1;0;10.32;22-5-2025;21-5-2025;;;ICT Support medewerker;ICT-medewerker
Sr. Maintenance Engineer;;Netherlands;Noord-Brabant;Moerdijk;43;7;0;0;0;0;0;0.162791;0;0;0;0;20-6-2025;20-6-2025;;;ICT Support medewerker;ICT-medewerker
Sr. Principal Software Architect;;Netherlands;Noord-Brabant;Eindhoven;258;15;2;0;0.4613333333333333;3.46;0;0.05814;0;0.133333;0;6.92;22-5-2025;21-5-2025;;;ICT Support medewerker;ICT-medewerker
Sr. Werkvoorbereider E;;Netherlands;Noord-Holland;Amsterdam;84;3;0;0;0;0;0;0.035714;0;0;0;0;7-11-2025;8-10-2025;;;ICT Support medewerker;ICT-medewerker
Supply Chain Planner;;Netherlands;Friesland;Heerenveen;119;21;5;0;3.582.857.142.857.140;15.048.000.000.000.000;0;0.176471;0;0.238095;0;7.524.000.000.000.000;24-10-2025;24-9-2025;;;ICT Support medewerker;ICT-medewerker
Supply Network Planner;;Netherlands;Utrecht (provincie);Amersfoort;582;37;5;0;0.8786486486486486;6.502;0;0.063574;0;0.135135;0;32.51;29-5-2025;23-5-2025;;;ICT support medewerker;ICT-medewerker
Supply Planner;;Netherlands;Utrecht (provincie);Amersfoort;520;38;2;0;0.10763157894736841;2.045;0;0.073077;0;0.052632;0;4.09;22-5-2025;14-5-2025;;;ICT support medewerker;ICT-medewerker
Supply Planner;;Netherlands;Utrecht (provincie);Leerdam;437;42;1;0;0.24595238095238095;10.33;0;0.09611;0;0.02381;0;10.33;22-5-2025;16-5-2025;;;ICT support medewerker;ICT-medewerker
Supply Planner;;Netherlands;Utrecht (provincie);Amersfoort;270;22;2;0;0.5245454545454545;57.700.000.000.000.000;0;0.081481;0;0.090909;0;11.540.000.000.000.000;19-6-2025;12-6-2025;;;ICT support medewerker;ICT-medewerker
System Engineer Procesautomatisering;;Netherlands;Drenthe;Wijster;191;10;0;0;0;0;0;0.052356;0;0;0;0;22-5-2025;13-5-2025;;;IT Support Medewerker;ICT-medewerker
System Engineer Procesautomatisering;;Netherlands;Drenthe;Wijster;25;3;1;0;28.176.666.666.666.600;84.53;0;0.12;0;0.333333;0;84.53;29-5-2025;28-5-2025;;;IT Support Medewerker;ICT-medewerker
System Engineer Procesautomatisering;;Netherlands;Drenthe;Wijster;95;13;0;0;0;0;0;0.136842;0;0;0;0;19-6-2025;2-6-2025;;;IT Support Medewerker - Apeldoorn;ICT-medewerker
System Engineer Procesautomatisering;;Netherlands;Drenthe;Wijster;97;10;0;0;0;0;0;0.103093;0;0;0;0;28-6-2025;25-6-2025;;;IT Support Medewerker - Apeldoorn;ICT-medewerker
System Test Engineer;;Netherlands;;;963;80;7;0;0.25987499999999997;29.699.999.999.999.900;0;0.083074;0;0.0875;0;20.79;22-5-2025;9-5-2025;;;IT Support Medewerker - Apeldoorn;ICT-medewerker
System Verification Engineer (Shipbuilding);;Netherlands;Zeeland;Vlissingen;388;23;1;0;0.5073913043478261;11.67;0;0.059278;0;0.043478;0;11.67;19-6-2025;2-6-2025;;;IT Support Medewerker - Apeldoorn;ICT-medewerker
Teamlead logistics;;Netherlands;Zuid-Holland;;386;27;3;0;0.43962962962962965;3.956.666.666.666.660;0;0.069948;0;0.111111;0;11.870.000.000.000.000;22-5-2025;16-5-2025;;;IT Support Medewerker - Apeldoorn;ICT-medewerker
Teamlead logistics;;Netherlands;Zuid-Holland;;255;22;1;0;0.07727272727272727;1.7;0;0.086275;0;0.045455;0;1.7;22-5-2025;16-5-2025;;;Junior ICT Support Medewerker;ICT-medewerker
Technicus Elektrotechniek;;Netherlands;Zuid-Holland;Rotterdam;7;2;0;0;0;0;0;0.285714;0;0;0;0;1-10-2025;1-9-2025;;;Junior ICT Support Medewerker;ICT-medewerker
Technicus Elektrotechniek;;Netherlands;Noord-Holland;Amsterdam;10;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;Junior ICT Support Medewerker;ICT-medewerker
Technicus Elektrotechniek;;Netherlands;Zuid-Holland;Den Haag;3;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;Junior ICT Support Medewerker;ICT-medewerker
Technicus Elektrotechniek;;Netherlands;Noord-Holland;Haarlem;51;7;1;0;14.985.714.285.714.200;10.49;0;0.137255;0;0.142857;0;10.49;24-10-2025;2-10-2025;;;Junior ICT Support Medewerker;ICT-medewerker
Technicus Elektrotechniek;;Netherlands;Zuid-Holland;Rotterdam;60;7;2;0;37.142.857.142.857.100;13;0;0.116667;0;0.285714;0;26;24-10-2025;2-10-2025;;;Junior ICT Support Medewerker;ICT-medewerker
Technicus Elektrotechniek;;Netherlands;Zuid-Holland;Leiden;48;7;0;0;0;0;0;0.145833;0;0;0;0;24-10-2025;2-10-2025;;;Medior ICT Support Medewerker;ICT-medewerker
Technicus Elektrotechniek;;Netherlands;Zuid-Holland;Den Haag;40;5;1;0;25.780.000.000.000.000;12.89;0;0.125;0;0.2;0;12.89;24-10-2025;2-10-2025;;;Medior ICT Support Medewerker;ICT-medewerker
Toezichthouder Elektrotechniek;;Netherlands;Utrecht (provincie);Amersfoort;128;7;1;0;0.2942857142857143;2.06;0;0.054688;0;0.142857;0;2.06;19-6-2025;13-6-2025;;;Medior ICT Support Medewerker;ICT-medewerker
Toezichthouder Elektrotechniek;;Netherlands;Utrecht (provincie);Amersfoort;91;2;0;0;0;0;0;0.021978;0;0;0;0;17-9-2025;16-9-2025;;;ICT Support;ICT-ondersteuning
Traineeship Werktuigkundige Energiecentrale;;Netherlands;Zuid-Holland;Leiden;207;8;0;0;0;0;0;0.038647;0;0;0;0;22-5-2025;25-4-2025;;;ICT Support;ICT-ondersteuning
Traineeship Werktuigkundige Energiecentrale;;Netherlands;Zuid-Holland;Den Haag;221;19;1;0;0.5178947368421053;9.84;0;0.085973;0;0.052632;0;9.84;22-5-2025;6-5-2025;;;ICT Support;ICT-ondersteuning
Uitvoerder;;Netherlands;Limburg;Venlo;99;5;0;0;0;0;0;0.050505;0;0;0;0;25-9-2025;26-8-2025;;;IT Support Multi Client Pool;ICT-ondersteuningsspecialist
Uitvoerder Civiele Techniek;;Netherlands;Zuid-Holland;Delft;32;2;0;0;0;0;0;0.0625;0;0;0;0;19-6-2025;3-6-2025;;;IT Support Multi Client Pool;ICT-ondersteuningsspecialist
Uitvoerder Civiele Techniek (senior);;Netherlands;Zuid-Holland;Delft;31;2;0;0;0;0;0;0.064516;0;0;0;0;19-6-2025;3-6-2025;;;IT Support Multi Client Pool;ICT-ondersteuningsspecialist
Uitvoerder Elektrotechniek Utiliteitsbouw;;Netherlands;Utrecht (provincie);Bunnik;26;0;0;0;0;0;0;0;0;0;0;0;9-9-2025;9-9-2025;;;IT Support Multi Client Pool;ICT-ondersteuningsspecialist
Uitvoerder Elektrotechniek Utiliteitsbouw;;Netherlands;;;822;10;1;0;0.45899999999999996;4.59;0;0.012165;0;0.1;0;4.59;9-9-2025;9-9-2025;;;IT Support Specialist;ICT-ondersteuningsspecialist
Wekvoorbereider Maintenance \| civiel;;Netherlands;Zuid-Holland;Dordrecht;24;1;0;0;0;0;0;0.041667;0;0;0;0;29-5-2025;23-5-2025;;;Junior IT Support;ICT-ondersteuningsspecialist
Wekvoorbereider Maintenance \| civiel - Junior;;Netherlands;;;1142;31;1;0;0.5187096774193548;16.08;0;0.027145;0;0.032258;0;16.08;29-5-2025;23-5-2025;;;Werkplekbeheer/IT Support;ICT-ondersteuningsspecialist
Werktuigkundige;;Netherlands;Zuid-Holland;Den Haag;265;7;0;0;0;0;0;0.026415;0;0;0;0;22-5-2025;14-5-2025;;;Werkplekbeheer/IT Support;ICT-ondersteuningsspecialist
Werktuigkundige;;Netherlands;Zuid-Holland;Leiden;212;7;0;0;0;0;0;0.033019;0;0;0;0;22-5-2025;14-5-2025;;;ICT Servicedesk;ICT-servicedesk
Werktuigkundige;;Netherlands;Zuid-Holland;Rotterdam;254;4;0;0;0;0;0;0.015748;0;0;0;0;22-5-2025;14-5-2025;;;ICT Servicedesk;ICT-servicedesk
Werktuigkundige Energiecentrale;;Netherlands;Zuid-Holland;Den Haag;140;7;1;0;18.785.714.285.714.200;13.15;0;0.05;0;0.142857;0;13.15;22-5-2025;30-4-2025;;;ICT Servicedesk Medewerker;ICT-servicedesk
Werkvergunning Coîrdinator;;Netherlands;Noord-Brabant;Oss;1108;58;2;0;0.16620689655172416;4.82;0;0.052347;0;0.034483;0;9.64;2-6-2025;2-6-2025;;;ICT Servicedesk Medewerker;ICT-servicedesk
Werkvoorbereider Beheer & Onderhoud;;Netherlands;Zuid-Holland;Gouda;106;7;1;0;14.314.285.714.285.700;10.02;0;0.066038;0;0.142857;0;10.02;22-5-2025;15-5-2025;;;ICT Servicedesk Medewerker;ICT-servicedesk
Werkvoorbereider Beheer & Onderhoud \| Schiphol;;Netherlands;Zuid-Holland;Gouda;96;7;0;0;0;0;0;0.072917;0;0;0;0;22-5-2025;15-5-2025;;;ICT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider bestaande Bouw;;Netherlands;Overijssel;Almelo;51;3;0;0;0;0;0;0.058824;0;0;0;0;24-10-2025;15-10-2025;;;ICT Servicedeskmedewerker - Zwolle;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Drenthe;Assen;105;7;0;0;0;0;0;0.066667;0;0;0;0;22-5-2025;15-5-2025;;;ICT Servicedeskmedewerker ? Zwolle;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Flevoland;Emmeloord;11;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;15-5-2025;;;IT - Medior Servicedesk Specialist;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Flevoland;Lelystad;89;5;0;0;0;0;0;0.05618;0;0;0;0;22-5-2025;15-5-2025;;;IT - Servicedesk Specialist;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Friesland;Heerenveen;9;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;15-5-2025;;;IT - Servicedesk Specialist;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Overijssel;Zwolle;200;7;0;0;0;0;0;0.035;0;0;0;0;22-5-2025;16-5-2025;;;IT - Servicedesk Specialist;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Flevoland;Emmeloord;23;2;0;0;0;0;0;0.086957;0;0;0;0;30-5-2025;30-5-2025;;;IT - Servicedesk Specialist;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Flevoland;Lelystad;26;1;0;0;0;0;0;0.038462;0;0;0;0;30-5-2025;30-5-2025;;;IT - Servicedesk Specialist;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Overijssel;Enschede;87;6;0;0;0;0;0;0.068966;0;0;0;0;19-6-2025;2-6-2025;;;IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Groningen (provincie);Groningen;151;6;1;0;16.733.333.333.333.300;10.04;0;0.039735;0;0.166667;0;10.04;19-6-2025;2-6-2025;;;IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Friesland;Leeuwarden;101;6;1;0;16.383.333.333.333.300;9.83;0;0.059406;0;0.166667;0;9.83;19-6-2025;2-6-2025;;;IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Overijssel;Zwolle;111;4;0;0;0;0;0;0.036036;0;0;0;0;19-6-2025;2-6-2025;;;IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Friesland;Drachten;120;8;0;0;0;0;0;0.066667;0;0;0;0;19-6-2025;2-6-2025;;;IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;Flevoland;Lelystad;89;1;0;0;0;0;0;0.011236;0;0;0;0;19-6-2025;2-6-2025;;;IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Bouw;;Netherlands;;;229;23;0;0;0;0;0;0.100437;0;0;0;0;17-9-2025;17-9-2025;;;IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Bouwkunde - Grote Projecten in de Randstad;;Netherlands;Utrecht (provincie);Bunnik;18;1;0;0;0;0;0;0.055556;0;0;0;0;17-9-2025;16-9-2025;;;IT Supportmedewerker;ICT-specialist
Werkvoorbereider Civiel;;Netherlands;Drenthe;Assen;87;6;0;0;0;0;0;0.068966;0;0;0;0;22-5-2025;16-5-2025;;;IT Supportmedewerker;ICT-specialist
Werkvoorbereider Civiel;;Netherlands;Groningen (provincie);Groningen;53;1;0;0;0;0;0;0.018868;0;0;0;0;19-6-2025;2-6-2025;;;IT Supportmedewerker;ICT-specialist
Werkvoorbereider Civiel;;Netherlands;Friesland;Drachten;69;2;0;0;0;0;0;0.028986;0;0;0;0;19-6-2025;2-6-2025;;;IT Supportmedewerker;ICT-specialist
Werkvoorbereider Civiel;;Netherlands;Friesland;Leeuwarden;70;5;0;0;0;0;0;0.071429;0;0;0;0;19-6-2025;2-6-2025;;;IT Supportmedewerker;ICT-specialist
Werkvoorbereider Civiel;;Netherlands;Flevoland;Lelystad;28;2;0;0;0;0;0;0.071429;0;0;0;0;19-6-2025;2-6-2025;;;IT Supportmedewerker;ICT-specialist
Werkvoorbereider Civiel;;Netherlands;Overijssel;Zwolle;26;0;0;0;0;0;0;0;0;0;0;0;19-6-2025;2-6-2025;;;IT Supportmedewerker;ICT-specialist
Werkvoorbereider Civiele Betonbouw;;Netherlands;Zuid-Holland;Gouda;35;3;1;0;40.01;120.03;0;0.085714;0;0.333333;0;120.03;17-9-2025;16-9-2025;;;Junior Functioneel Beheerder;ICT-specialist
Werkvoorbereider Civiele Techniek;;Netherlands;Utrecht (provincie);Bunnik;46;2;0;0;0;0;0;0.043478;0;0;0;0;22-5-2025;15-5-2025;;;Junior ICT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider E;;Netherlands;Zuid-Holland;Rotterdam;138;10;0;0;0;0;0;0.072464;0;0;0;0;24-9-2025;25-8-2025;;;Junior ICT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider E;;Netherlands;Zuid-Holland;Rotterdam;55;4;0;0;0;0;0;0.072727;0;0;0;0;24-10-2025;13-10-2025;;;Junior IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider E&I;;Netherlands;Zuid-Holland;Schiedam;68;6;0;0;0;0;0;0.088235;0;0;0;0;22-5-2025;16-5-2025;;;Junior IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Elektrotechniek;;Netherlands;Utrecht (provincie);Bunnik;32;1;0;0;0;0;0;0.03125;0;0;0;0;9-9-2025;9-9-2025;;;Junior IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Elektrotechniek;;Netherlands;Utrecht (provincie);Bunnik;33;1;0;0;0;0;0;0.030303;0;0;0;0;17-9-2025;9-9-2025;;;Junior IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Energietechniek;;Netherlands;Zuid-Holland;Rotterdam;58;4;0;0;0;0;0;0.068966;0;0;0;0;8-8-2025;1-8-2025;;;Junior IT Servicedeskmedewerker;ICT-specialist
Werkvoorbereider Energietechniek;;Netherlands;Zuid-Holland;Den Haag;48;3;0;0;0;0;0;0.0625;0;0;0;0;8-8-2025;1-8-2025;;;MCP IT Specialist;ICT-specialist
Werkvoorbereider Energietechniek;;Netherlands;Noord-Holland;Amsterdam;60;3;0;0;0;0;0;0.05;0;0;0;0;8-8-2025;1-8-2025;;;MCP IT Specialist;ICT-specialist
Werkvoorbereider Energietechniek;;Netherlands;Zuid-Holland;Den Haag;24;1;1;0;78.47;78.47;0;0.041667;0;1;0;78.47;1-10-2025;1-9-2025;;;Medior IT-Servicedesk Specialist;ICT-specialist
Werkvoorbereider Energietechniek;;Netherlands;Zuid-Holland;Rotterdam;10;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;Medior IT-Servicedesk Specialist;ICT-specialist
Werkvoorbereider Energietechniek;;Netherlands;Noord-Holland;Haarlem;7;1;0;0;0;0;0;0.142857;0;0;0;0;1-10-2025;1-9-2025;;;Medior IT-Servicedesk Specialist;ICT-specialist
Werkvoorbereider Energietechniek;;Netherlands;Noord-Holland;Haarlem;4;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;ICT-systeembeheerder;ICT-systeembeheerder
Werkvoorbereider Energietechniek;;Netherlands;Zuid-Holland;Den Haag;1;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;Informatie Adviseur;Informatie-adviseur
Werkvoorbereider Energietechniek;;Netherlands;Zuid-Holland;Rotterdam;1;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025;;;Informatie Adviseur;Informatie-adviseur
Werkvoorbereider Energietechniek;;Netherlands;Zuid-Holland;Rotterdam;60;3;0;0;0;0;0;0.05;0;0;0;0;24-10-2025;2-10-2025;;;Informatie Adviseur;Informatie-adviseur
Werkvoorbereider Energietechniek;;Netherlands;Zuid-Holland;Den Haag;39;3;0;0;0;0;0;0.076923;0;0;0;0;24-10-2025;2-10-2025;;;Informatiespecialist;Informatiespecialist
